,text,author
54,I'm finna go pay my girl Kim a visit. I missed her & so did my nails.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
55,My whole weekend finna be <<<<<<<<< ????,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
56,@username I need to take my ass to sleep. But I work all day tomorrow but I'm off on Saturday.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
57,I'm not going to bed any time soon. ????,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
58,Good thing I don't have class on Fridays.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
59,I hope everyone had a beautiful Valentines Day. ??,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
60,@username YAYYY. I miss her soo much. I miss my job. ????,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
61,@username lol he'll noo. I do want to come visit cause my dad is there.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
62,"I'm sipping good, please don't worry bout what's in my cup.",bb88ec91-6085-4a89-94e0-6ae12a3afd3a
63,These hoes let me drink a whole bottle of ciroc............... I'm drunk denna bitch.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
64,It's crazy how fast the weather changes in Texas. But I'm not complaining.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
65,@username what about your wiper blades doeee....? Lol.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
66,@username lmaoooo. Boy stop it. But u can afford a whole chest piece & can't spend $12 on wiper blades. FOH,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
67,@username lol what ever. That's Gonna be you when it's pouring down raining & u can't see shit.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
68,My brothers name on twitter >>>>>>>> ????????????????????????????????????????????,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
69,@username lmao he Rlly don't. Never did & probably never will. That boy is something else.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
70,What TF is life right now??? I'm too done with EVERYTHING. ????????????,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
71,@username lol I'm just saying. What tat are u getting tho?,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
72,@username ayeeeeee that shit finna be live denna bitch!!!,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
73,Awwwwwwww Dareuss!!! ???? I just keep it real & you know I'm here to talk. ????,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
74,@username girl my snap chat be fuckin up. I got this big ass brick.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
75,Even tho Dareus & I broke up almost a year ago NOBODY or ANYTHING can break the bond that we have. ?? #FriendsForever,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
76,@username foreal. I just got this brick in June tho. But He gone come home from Korea & get a 5s.... Bald ass.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
77,@username naw the Muse's don't fuck with Camaros. But he finna get me that Audi thooo.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
78,@username hellllllll nawwww. Diamond will remain in my possession. That's my baby.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
79,I need to fold my laundry but I'm TOOO tired too. ????,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
80,I can't be everywhere at once & I can't help everyone all the time. ????????,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
81,I want to go out to eat or something. I haven't really seen my boo all week. ????,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
82,When I eat chocolate at the beginning of the day before I eat & it tears my stomach up. <<< ????????,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
83,Never wanted something more than I want this. ????,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
84,Whyyyyyyyy did I take my weave out!!! #ICantDealWithThisShit ????,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
85,Some Korean food is calling my name.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
86,I'm fuckin hungry. I should of ate when I got off work. But someone had a attitude...... ????,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
87,Can't wait until my daddy comes home for good.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
88,I just slept my whole math class away. Smh. I'm too tired.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
89,I hate my history class. ????,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
90,@username noooo. Why? You finally decided to get some windshield wipers?? Lol.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
91,@username see!!!! Lol u should of been got em. But I can go up there & help u get them & put them on & stuff.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
92,@username I don't get out of class until 3:15 cuhh.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
93,"In the name of Jesus, ???? huuaaahhh!",bb88ec91-6085-4a89-94e0-6ae12a3afd3a
94,Only 4 hours of sleep.... This has to stop. Tommy always want to talk when it's time to go to bed. ????,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
95,I can't wait to come back home & go to sleep.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
96,I want a peanut butter sandwich with bananas on it. @username I miss youuuuu Domo!! ??????,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
97,@username lol that doesn't make me weird. I drink strawberry milk too. But I be killin plain milk.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
98,Preach it Andyy!!!! ????????,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
99,@username lol I see that. Niggas need to know.,bb88ec91-6085-4a89-94e0-6ae12a3afd3a
0,@username @username not sure if there are notes for this particular presentation but anne's website has stuff: http://t.co/TmZwP9nMo1,11c285a3-599c-4fa4-a166-76cccd5b2478
1,@username @username thanks I think *smh* #nonethewiser,11c285a3-599c-4fa4-a166-76cccd5b2478
2,@username just reminded me of this bit of Workerist Dog Propaganda http://t.co/ZghSVbjmy7 #cciws13,11c285a3-599c-4fa4-a166-76cccd5b2478
3,"Go home, Australian political news, you're drunk.",11c285a3-599c-4fa4-a166-76cccd5b2478
4,@username @username absolutely!,11c285a3-599c-4fa4-a166-76cccd5b2478
5,Introduced to Alison Powell's work on SOPA/PIPA & 'technical activist actions' by @username at #cciws13 http://t.co/H6B7giAlqd,11c285a3-599c-4fa4-a166-76cccd5b2478
6,@username we must get @username down here soon! You are doing UIC proud BTW.,11c285a3-599c-4fa4-a166-76cccd5b2478
7,@username @username isn't that over yet?,11c285a3-599c-4fa4-a166-76cccd5b2478
8,@username that looks so inviting,11c285a3-599c-4fa4-a166-76cccd5b2478
9,@username @username you'd probably get good lunches.,11c285a3-599c-4fa4-a166-76cccd5b2478
10,"If you can’t see that gender equality is...politics, you have no right to call yourself a political reporter. http://t.co/qEoplERbXD",11c285a3-599c-4fa4-a166-76cccd5b2478
11,Nothing like @username's ultra-dry delivery to cut through the post-lunch slump #cciws13,11c285a3-599c-4fa4-a166-76cccd5b2478
12,@username *has spent the past 7 minutes trying to figure out what 'apper' means*,11c285a3-599c-4fa4-a166-76cccd5b2478
13,@username yes Ben games studies invented fun,11c285a3-599c-4fa4-a166-76cccd5b2478
14,"@username @username @username followed by ""who knew?""",11c285a3-599c-4fa4-a166-76cccd5b2478
15,"Oh dear, I think Ramon Lobato may have just suggested game studies is part of media studies #good #shitfightbut #cciws13",11c285a3-599c-4fa4-a166-76cccd5b2478
16,"Which is totally unfair because game studies invented play, materiality, bodies, and texts.",11c285a3-599c-4fa4-a166-76cccd5b2478
17,Anonymity as agency - @username unpacking some unrecognised assumptions re identity & 'privacy' & names & bodies #cciws13,11c285a3-599c-4fa4-a166-76cccd5b2478
18,"now @username is moving on to the #nymwars as a case of unsettled situation wrt identity, anonymity",11c285a3-599c-4fa4-a166-76cccd5b2478
19,@username @username is doing an ace job,11c285a3-599c-4fa4-a166-76cccd5b2478
20,"My Name is Me - a collective response to #nymwars - new to me, thanks @username #cciws13 http://t.co/Ba0UlanMmM",11c285a3-599c-4fa4-a166-76cccd5b2478
21,#yeahgender “@username: gender mention (if only briefly) - yay! @username #cciws13,11c285a3-599c-4fa4-a166-76cccd5b2478
22,"JOB: Continuing lectureship in Journalism & Media, University of Sydney (re-advertised) http://t.co/TYDparPYlG",11c285a3-599c-4fa4-a166-76cccd5b2478
23,Paper jammin' #cciws13 @username QUT Creative Industries Precinct http://t.co/R8s3f6r4LV,11c285a3-599c-4fa4-a166-76cccd5b2478
24,Phablet sighting. @username at the cutting edge http://t.co/iv0IGyc4wA,11c285a3-599c-4fa4-a166-76cccd5b2478
25,#cciws13 dinner: very conviviality http://t.co/tT1BTcCAJk,11c285a3-599c-4fa4-a166-76cccd5b2478
26,An amazing table of contents in this new collection Theorizing Cultural Work http://t.co/gOXBuKh9jw,11c285a3-599c-4fa4-a166-76cccd5b2478
27,"@username yeah, library pricing. It's a thing.",11c285a3-599c-4fa4-a166-76cccd5b2478
28,@username @username oh dear,11c285a3-599c-4fa4-a166-76cccd5b2478
29,@username you should tell @username - preaching to the converted telling me.,11c285a3-599c-4fa4-a166-76cccd5b2478
30,material things in our research #cciws13 http://t.co/iI196IxpVL,11c285a3-599c-4fa4-a166-76cccd5b2478
31,CCI Gothic #cciws13 http://t.co/RBLrvB4U9V,11c285a3-599c-4fa4-a166-76cccd5b2478
32,"@username I hadn't intended to characterize you as especially 'preachy', it's just a saying but yes point taken.",11c285a3-599c-4fa4-a166-76cccd5b2478
33,@username @username seems like it's turning into quite the 'side' project :),11c285a3-599c-4fa4-a166-76cccd5b2478
34,@username @username how is ANYTHING in the news news anymore. #utterdespair #utter,11c285a3-599c-4fa4-a166-76cccd5b2478
35,@username @username oh I see…this is probably unsurprising :),11c285a3-599c-4fa4-a166-76cccd5b2478
36,"@username the first and, I dearly hope, the last",11c285a3-599c-4fa4-a166-76cccd5b2478
